Customer_ID,Customer_Gender,Customer_Segment
"CUST-07305","Female","Regular"
"CUST-04813","Female","Regular"
"CUST-01102","Female","Regular"
"CUST-06257","Female","Regular"
"CUST-06609","Female","Regular"
"CUST-02200","Female","Regular"
"CUST-05348","Female","Regular"
"CUST-03898","Female","Regular"
"CUST-06556","Female","Regular"
"CUST-04682","Female","Regular"
"CUST-07938","Female","Regular"
"CUST-04422","Female","Regular"
"CUST-04947","Female","Regular"
"CUST-01648","Female","Regular"
"CUST-01970","Female","Regular"
"CUST-06408","Female","Regular"
"CUST-04618","Female","Regular"
"CUST-07512","Female","Regular"
"CUST-04960","Female","Regular"
"CUST-01579","Female","Regular"
"CUST-06008","Female","Regular"
"CUST-04116","Female","Regular"
"CUST-07191","Female","Regular"
"CUST-05362","Female","Regular"
"CUST-05900","Female","Regular"
"CUST-02735","Female","Regular"
"CUST-06167","Female","Regular"
"CUST-01328","Female","Regular"
"CUST-04539","Female","Regular"
"CUST-03442","Female","Regular"
"CUST-06574","Female","Regular"
"CUST-01512","Female","Regular"
"CUST-06396","Female","Regular"
"CUST-06060","Female","Regular"
"CUST-03279","Female","Regular"
"CUST-05008","Female","Regular"
"CUST-05330","Female","Regular"
"CUST-01875","Female","Regular"
"CUST-05960","Female","Regular"
"CUST-04864","Female","Regular"
"CUST-05621","Female","Regular"
"CUST-06598","Female","Regular"
"CUST-03930","Female","Regular"
"CUST-03948","Female","Regular"
"CUST-07153","Female","Regular"
"CUST-01380","Female","Regular"
"CUST-05500","Female","Regular"
"CUST-03588","Female","Regular"
"CUST-07942","Female","Regular"
"CUST-04065","Female","Regular"
"CUST-05480","Female","Regular"
"CUST-05331","Female","Regular"
"CUST-07962","Female","Regular"
"CUST-07744","Female","Regular"
"CUST-05892","Female","Regular"
"CUST-05553","Female","Regular"
"CUST-05989","Female","Regular"
"CUST-02425","Female","Regular"
"CUST-05934","Female","Regular"
"CUST-03949","Female","Regular"
"CUST-03024","Female","Regular"
"CUST-04552","Female","Regular"
"CUST-01975","Female","Regular"
"CUST-01619","Female","Regular"
"CUST-07869","Female","Regular"
"CUST-07257","Female","Regular"
"CUST-05419","Female","Regular"
"CUST-05310","Female","Regular"
"CUST-01769","Female","Regular"
"CUST-05859","Female","Regular"
"CUST-05341","Female","Regular"
"CUST-04739","Female","Regular"
"CUST-04002","Female","Regular"
"CUST-03895","Female","Regular"
"CUST-01649","Female","Regular"
"CUST-03793","Female","Regular"
"CUST-07850","Female","Regular"
"CUST-05291","Female","Regular"
"CUST-07911","Female","Regular"
"CUST-06719","Female","Regular"
"CUST-03819","Female","Regular"
"CUST-07623","Female","Regular"
"CUST-05855","Female","Regular"
"CUST-07250","Female","Regular"
"CUST-05925","Female","Regular"
"CUST-05948","Female","Regular"
"CUST-04501","Female","Regular"
"CUST-04792","Female","Regular"
"CUST-01470","Female","Regular"
"CUST-05657","Female","Regular"
"CUST-05682","Female","Regular"
"CUST-05143","Female","Regular"
"CUST-03777","Female","Regular"
"CUST-02446","Female","Regular"
"CUST-06759","Female","Regular"
"CUST-01161","Female","Regular"
"CUST-07787","Female","Regular"
"CUST-05338","Female","Regular"
"CUST-07075","Female","Regular"
"CUST-05289","Female","Regular"
"CUST-03590","Female","Regular"
"CUST-04094","Female","Regular"
"CUST-02169","Female","Regular"
"CUST-03747","Female","Regular"
"CUST-01287","Female","Regular"
"CUST-05609","Female","Regular"
"CUST-06681","Female","Regular"
"CUST-04458","Female","Regular"
"CUST-06891","Female","Regular"
"CUST-07156","Female","Regular"
"CUST-06287","Female","Regular"
"CUST-05980","Female","Regular"
"CUST-06773","Female","Regular"
"CUST-01103","Female","Regular"
"CUST-02322","Female","Regular"
"CUST-05962","Female","Regular"
"CUST-07988","Female","Regular"
"CUST-06981","Female","Regular"
"CUST-05686","Female","Regular"
"CUST-04432","Female","Regular"
"CUST-03233","Female","Regular"
"CUST-03957","Female","Regular"
"CUST-01715","Female","Regular"
"CUST-05915","Female","Regular"
"CUST-03983","Female","Regular"
"CUST-02749","Female","Regular"
"CUST-02710","Female","Regular"
"CUST-06965","Female","Regular"
"CUST-06405","Female","Regular"
"CUST-07049","Female","Regular"
"CUST-04985","Female","Regular"
"CUST-02718","Female","Regular"
"CUST-07897","Female","Regular"
"CUST-06906","Female","Regular"
"CUST-05942","Female","Regular"
"CUST-05648","Female","Regular"
"CUST-03987","Female","Regular"
"CUST-03340","Female","Regular"
"CUST-05515","Female","Regular"
"CUST-06165","Female","Regular"
"CUST-02854","Female","Regular"
"CUST-01996","Female","Regular"
"CUST-06111","Female","Regular"
"CUST-04519","Female","Regular"
"CUST-04350","Female","Regular"
"CUST-01713","Female","Regular"
"CUST-04856","Female","Regular"
"CUST-02207","Female","Regular"
"CUST-07853","Female","Regular"
"CUST-07652","Female","Regular"
"CUST-07233","Female","Regular"
"CUST-04688","Female","Regular"
"CUST-05537","Female","Regular"
"CUST-02273","Female","Regular"
"CUST-01079","Female","Regular"
"CUST-05041","Female","Regular"
"CUST-05560","Female","Regular"
"CUST-04814","Female","Regular"
"CUST-06449","Female","Regular"
"CUST-01832","Female","Regular"
"CUST-02502","Female","Regular"
"CUST-01835","Female","Regular"
"CUST-05076","Female","Regular"
"CUST-06204","Female","Regular"
"CUST-04349","Female","Regular"
"CUST-07870","Female","Regular"
"CUST-06443","Female","Regular"
"CUST-06085","Female","Regular"
"CUST-01931","Female","Regular"
"CUST-01961","Female","Regular"
"CUST-03218","Female","Regular"
"CUST-01019","Female","Regular"
"CUST-06629","Female","Regular"
"CUST-05288","Female","Regular"
"CUST-01355","Female","Regular"
"CUST-07959","Female","Regular"
"CUST-06203","Female","Regular"
"CUST-07946","Female","Regular"
"CUST-05276","Female","Regular"
"CUST-06158","Female","Regular"
"CUST-02817","Female","Regular"
"CUST-01146","Female","Regular"
"CUST-06250","Female","Regular"
"CUST-01105","Female","Regular"
"CUST-06563","Female","Regular"
"CUST-05213","Female","Regular"
"CUST-04933","Female","Regular"
"CUST-06078","Female","Regular"
"CUST-07885","Female","Regular"
"CUST-06386","Female","Regular"
"CUST-04398","Female","Regular"
"CUST-04934","Female","Regular"
"CUST-03224","Female","Regular"
"CUST-01799","Female","Regular"
"CUST-04063","Female","Regular"
"CUST-01603","Female","Regular"
"CUST-05725","Female","Regular"
"CUST-06649","Female","Regular"
"CUST-04299","Female","Regular"
"CUST-03670","Female","Regular"
"CUST-02383","Female","Regular"
"CUST-06261","Female","Regular"
"CUST-04102","Female","Regular"
"CUST-03815","Female","Regular"
"CUST-07611","Female","Regular"
"CUST-07992","Female","Regular"
"CUST-06454","Female","Regular"
"CUST-07827","Female","Regular"
"CUST-01229","Female","Regular"
"CUST-03157","Female","Regular"
"CUST-02284","Female","Regular"
"CUST-02294","Female","Regular"
"CUST-06784","Female","Regular"
"CUST-01200","Female","Regular"
"CUST-04703","Female","Regular"
"CUST-04888","Female","Regular"
"CUST-04300","Female","Regular"
"CUST-01144","Female","Regular"
"CUST-06295","Female","Regular"
"CUST-06371","Female","Regular"
"CUST-02525","Female","Regular"
"CUST-07226","Female","Regular"
"CUST-06708","Female","Regular"
"CUST-03055","Female","Regular"
"CUST-06964","Female","Regular"
"CUST-02551","Female","Regular"
"CUST-03123","Female","Regular"
"CUST-06705","Female","Regular"
"CUST-07532","Female","Regular"
"CUST-02977","Female","Regular"
"CUST-02996","Female","Regular"
"CUST-06544","Female","Regular"
"CUST-03869","Female","Regular"
"CUST-05821","Female","Regular"
"CUST-04861","Female","Regular"
"CUST-04199","Female","Regular"
"CUST-06986","Female","Regular"
"CUST-01838","Female","Regular"
"CUST-07978","Female","Regular"
"CUST-06994","Female","Regular"
"CUST-04223","Female","Regular"
"CUST-01398","Female","Regular"
"CUST-01376","Female","Regular"
"CUST-03701","Female","Regular"
"CUST-05462","Female","Regular"
"CUST-01272","Female","Regular"
"CUST-02646","Female","Regular"
"CUST-07351","Female","Regular"
"CUST-05007","Female","Regular"
"CUST-04636","Female","Regular"
"CUST-06768","Female","Regular"
"CUST-02896","Female","Regular"
"CUST-03266","Female","Regular"
"CUST-01117","Female","Regular"
"CUST-06982","Female","Regular"
"CUST-06318","Female","Regular"
"CUST-06960","Female","Regular"
"CUST-05284","Female","Regular"
"CUST-07657","Female","Regular"
"CUST-05664","Female","Regular"
"CUST-02726","Female","Regular"
"CUST-06602","Female","Regular"
"CUST-05771","Female","Regular"
"CUST-05385","Female","Regular"
"CUST-02765","Female","Regular"
"CUST-01762","Female","Regular"
"CUST-02842","Female","Regular"
"CUST-04851","Female","Regular"
"CUST-03117","Female","Regular"
"CUST-03011","Female","Regular"
"CUST-03473","Female","Regular"
"CUST-05839","Female","Regular"
"CUST-01940","Female","Regular"
"CUST-06640","Female","Regular"
"CUST-01615","Female","Regular"
"CUST-03322","Female","Regular"
"CUST-04799","Female","Regular"
"CUST-04328","Female","Regular"
"CUST-05932","Female","Regular"
"CUST-04158","Female","Regular"
"CUST-03427","Female","Regular"
"CUST-07986","Female","Regular"
"CUST-04857","Female","Regular"
"CUST-01659","Female","Regular"
"CUST-05208","Female","Regular"
"CUST-04766","Female","Regular"
"CUST-05373","Female","Regular"
"CUST-02965","Female","Regular"
"CUST-04207","Female","Regular"
"CUST-05353","Female","Regular"
"CUST-07387","Female","Regular"
"CUST-01062","Female","Regular"
"CUST-07330","Female","Regular"
"CUST-05237","Female","Regular"
"CUST-01612","Female","Regular"
"CUST-05647","Female","Regular"
"CUST-07432","Female","Regular"
"CUST-07399","Female","Regular"
"CUST-07389","Female","Regular"
"CUST-03975","Female","Regular"
"CUST-03712","Female","Regular"
"CUST-07142","Female","Regular"
"CUST-03578","Female","Regular"
"CUST-06566","Female","Regular"
"CUST-05129","Female","Regular"
"CUST-01282","Female","Regular"
"CUST-06489","Female","Regular"
"CUST-01887","Female","Regular"
"CUST-05826","Female","Regular"
"CUST-03482","Female","Regular"
"CUST-02887","Female","Regular"
"CUST-07336","Female","Regular"
"CUST-05131","Female","Regular"
"CUST-06559","Female","Regular"
"CUST-03929","Female","Regular"
"CUST-04056","Female","Regular"
"CUST-03283","Female","Regular"
"CUST-03409","Female","Regular"
"CUST-06698","Female","Regular"
"CUST-03250","Female","Regular"
"CUST-07391","Female","Regular"
"CUST-04281","Female","Regular"
"CUST-03956","Female","Regular"
"CUST-06627","Female","Regular"
"CUST-05999","Female","Regular"
"CUST-05740","Female","Regular"
"CUST-06185","Female","Regular"
"CUST-02950","Female","Regular"
"CUST-03994","Female","Regular"
"CUST-07158","Female","Regular"
"CUST-07523","Female","Regular"
"CUST-02799","Female","Regular"
"CUST-02897","Female","Regular"
"CUST-03642","Female","Regular"
"CUST-06581","Female","Regular"
"CUST-05733","Female","Regular"
"CUST-07952","Female","Regular"
"CUST-04779","Female","Regular"
"CUST-03465","Female","Regular"
"CUST-03343","Female","Regular"
"CUST-01630","Female","Regular"
"CUST-03401","Female","Regular"
"CUST-02942","Female","Regular"
"CUST-04928","Female","Regular"
"CUST-06006","Female","Regular"
"CUST-07537","Female","Regular"
"CUST-02176","Female","Regular"
"CUST-04267","Female","Regular"
"CUST-02240","Female","Regular"
"CUST-04812","Female","Regular"
"CUST-02840","Female","Regular"
"CUST-07332","Female","Regular"
"CUST-01439","Female","Regular"
"CUST-04922","Female","Regular"
"CUST-04280","Female","Regular"
"CUST-06108","Female","Regular"
"CUST-02475","Female","Regular"
"CUST-05685","Female","Regular"
"CUST-07514","Female","Regular"
"CUST-01747","Female","Regular"
"CUST-03085","Female","Regular"
"CUST-02198","Female","Regular"
"CUST-01775","Female","Regular"
"CUST-01055","Female","Regular"
"CUST-05233","Female","Regular"
"CUST-04031","Female","Regular"
"CUST-02459","Female","Regular"
"CUST-03478","Female","Regular"
"CUST-05415","Female","Regular"
"CUST-04308","Female","Regular"
"CUST-04473","Female","Regular"
"CUST-02193","Female","Regular"
"CUST-05769","Female","Regular"
"CUST-01892","Female","Regular"
"CUST-07366","Female","Regular"
"CUST-05243","Female","Regular"
"CUST-06572","Female","Regular"
"CUST-04212","Female","Regular"
"CUST-03968","Female","Regular"
"CUST-03208","Female","Regular"
"CUST-07619","Female","Regular"
"CUST-07479","Female","Regular"
"CUST-01568","Female","Regular"
"CUST-06499","Female","Regular"
"CUST-02204","Female","Regular"
"CUST-04488","Female","Regular"
"CUST-07124","Female","Regular"
"CUST-07014","Female","Regular"
"CUST-04784","Female","Regular"
"CUST-07981","Female","Regular"
"CUST-07456","Female","Regular"
"CUST-06091","Female","Regular"
"CUST-02227","Female","Regular"
"CUST-01383","Female","Regular"
"CUST-04967","Female","Regular"
"CUST-01987","Female","Regular"
"CUST-04069","Female","Regular"
"CUST-01143","Female","Regular"
"CUST-02029","Female","Regular"
"CUST-07394","Female","Regular"
"CUST-06584","Female","Regular"
"CUST-06263","Female","Regular"
"CUST-02929","Female","Regular"
"CUST-02266","Female","Regular"
"CUST-04790","Female","Regular"
"CUST-04992","Female","Regular"
"CUST-05526","Female","Regular"
"CUST-04798","Female","Regular"
"CUST-02151","Female","Regular"
"CUST-01339","Female","Regular"
"CUST-03374","Female","Regular"
"CUST-03386","Female","Regular"
"CUST-07971","Female","Regular"
"CUST-03942","Female","Regular"
"CUST-06537","Female","Regular"
"CUST-05214","Female","Regular"
"CUST-03225","Female","Regular"
"CUST-07924","Female","Regular"
"CUST-07958","Female","Regular"
"CUST-04011","Female","Regular"
"CUST-02824","Female","Regular"
"CUST-02621","Female","Regular"
"CUST-04840","Female","Regular"
"CUST-01191","Female","Regular"
"CUST-01149","Female","Regular"
"CUST-03525","Female","Regular"
"CUST-01064","Female","Regular"
"CUST-04354","Female","Regular"
"CUST-04714","Female","Regular"
"CUST-03316","Female","Regular"
"CUST-06916","Female","Regular"
"CUST-06670","Female","Regular"
"CUST-07683","Female","Regular"
"CUST-01090","Female","Regular"
"CUST-04336","Female","Regular"
"CUST-03267","Female","Regular"
"CUST-04729","Female","Regular"
"CUST-05576","Female","Regular"
"CUST-05711","Female","Regular"
"CUST-06116","Female","Regular"
"CUST-07867","Female","Regular"
"CUST-04036","Female","Regular"
"CUST-06376","Female","Regular"
"CUST-03654","Female","Regular"
"CUST-07922","Female","Regular"
"CUST-06741","Female","Regular"
"CUST-02575","Female","Regular"
"CUST-03402","Female","Regular"
"CUST-06667","Female","Regular"
"CUST-05741","Female","Regular"
"CUST-03330","Female","Regular"
"CUST-02493","Female","Regular"
"CUST-01477","Female","Regular"
"CUST-03228","Female","Regular"
"CUST-06765","Female","Regular"
"CUST-01880","Female","Regular"
"CUST-06298","Female","Regular"
"CUST-05015","Female","Regular"
"CUST-02509","Female","Regular"
"CUST-07602","Female","Regular"
"CUST-04059","Female","Regular"
"CUST-03946","Female","Regular"
"CUST-06947","Female","Regular"
"CUST-04976","Female","Regular"
"CUST-03512","Female","Regular"
"CUST-07015","Female","Regular"
"CUST-01534","Female","Regular"
"CUST-05908","Female","Regular"
"CUST-06666","Female","Regular"
"CUST-06252","Female","Regular"
"CUST-07686","Female","Regular"
"CUST-06534","Female","Regular"
"CUST-01088","Female","Regular"
"CUST-07960","Female","Regular"
"CUST-04440","Female","Regular"
"CUST-02960","Female","Regular"
"CUST-06583","Female","Regular"
"CUST-07838","Female","Regular"
"CUST-04894","Female","Regular"
"CUST-02564","Female","Regular"
"CUST-03500","Female","Regular"
"CUST-07791","Female","Regular"
"CUST-06134","Female","Regular"
"CUST-02908","Female","Regular"
"CUST-01542","Female","Regular"
"CUST-04837","Female","Regular"
"CUST-01147","Female","Regular"
"CUST-04135","Female","Regular"
"CUST-03197","Female","Regular"
"CUST-03234","Female","Regular"
"CUST-05493","Female","Regular"
"CUST-06347","Female","Regular"
"CUST-04039","Female","Regular"
"CUST-07459","Female","Regular"
"CUST-05399","Female","Regular"
"CUST-05860","Female","Regular"
"CUST-05806","Female","Regular"
"CUST-06414","Female","Regular"
"CUST-03875","Female","Regular"
"CUST-07527","Female","Regular"
"CUST-01456","Female","Regular"
"CUST-05360","Female","Regular"
"CUST-05729","Male","Regular"
"CUST-01991","Male","Regular"
"CUST-01580","Male","Regular"
"CUST-03859","Male","Regular"
"CUST-01411","Male","Regular"
"CUST-04137","Male","Regular"
"CUST-01329","Male","Regular"
"CUST-05963","Male","Regular"
"CUST-03640","Male","Regular"
"CUST-04671","Male","Regular"
"CUST-07848","Male","Regular"
"CUST-07113","Male","Regular"
"CUST-05057","Male","Regular"
"CUST-05997","Male","Regular"
"CUST-05983","Male","Regular"
"CUST-01549","Male","Regular"
"CUST-05884","Male","Regular"
"CUST-07286","Male","Regular"
"CUST-01840","Male","Regular"
"CUST-03457","Male","Regular"
"CUST-05074","Male","Regular"
"CUST-05096","Male","Regular"
"CUST-01823","Male","Regular"
"CUST-06654","Male","Regular"
"CUST-07763","Male","Regular"
"CUST-05433","Male","Regular"
"CUST-02971","Male","Regular"
"CUST-07179","Male","Regular"
"CUST-04181","Male","Regular"
"CUST-05628","Male","Regular"
"CUST-02085","Male","Regular"
"CUST-06747","Male","Regular"
"CUST-04407","Male","Regular"
"CUST-05003","Male","Regular"
"CUST-05691","Male","Regular"
"CUST-04702","Male","Regular"
"CUST-01647","Male","Regular"
"CUST-03533","Male","Regular"
"CUST-07004","Male","Regular"
"CUST-04012","Male","Regular"
"CUST-02229","Male","Regular"
"CUST-02215","Male","Regular"
"CUST-07585","Male","Regular"
"CUST-01178","Male","Regular"
"CUST-01499","Male","Regular"
"CUST-02307","Male","Regular"
"CUST-05928","Male","Regular"
"CUST-06772","Male","Regular"
"CUST-02043","Male","Regular"
"CUST-07547","Male","Regular"
"CUST-02945","Male","Regular"
"CUST-02695","Male","Regular"
"CUST-05113","Male","Regular"
"CUST-02214","Male","Regular"
"CUST-07856","Male","Regular"
"CUST-07994","Male","Regular"
"CUST-07270","Male","Regular"
"CUST-04140","Male","Regular"
"CUST-03556","Male","Regular"
"CUST-04886","Male","Regular"
"CUST-06927","Male","Regular"
"CUST-04489","Male","Regular"
"CUST-02217","Male","Regular"
"CUST-07104","Male","Regular"
"CUST-06673","Male","Regular"
"CUST-06182","Male","Regular"
"CUST-03187","Male","Regular"
"CUST-07358","Male","Regular"
"CUST-03603","Male","Regular"
"CUST-02371","Male","Regular"
"CUST-01310","Male","Regular"
"CUST-05968","Male","Regular"
"CUST-03381","Male","Regular"
"CUST-03939","Male","Regular"
"CUST-01183","Male","Regular"
"CUST-04908","Male","Regular"
"CUST-07027","Male","Regular"
"CUST-07589","Male","Regular"
"CUST-05709","Male","Regular"
"CUST-03916","Male","Regular"
"CUST-05717","Male","Regular"
"CUST-04315","Male","Regular"
"CUST-05492","Male","Regular"
"CUST-04630","Male","Regular"
"CUST-02494","Male","Regular"
"CUST-02523","Male","Regular"
"CUST-03646","Male","Regular"
"CUST-02463","Male","Regular"
"CUST-01001","Male","Regular"
"CUST-05557","Male","Regular"
"CUST-05891","Male","Regular"
"CUST-06381","Male","Regular"
"CUST-06884","Male","Regular"
"CUST-03745","Male","Regular"
"CUST-01092","Male","Regular"
"CUST-01238","Male","Regular"
"CUST-01948","Male","Regular"
"CUST-03628","Male","Regular"
"CUST-05211","Male","Regular"
"CUST-01069","Male","Regular"
"CUST-05910","Male","Regular"
"CUST-04147","Male","Regular"
"CUST-04860","Male","Regular"
"CUST-07699","Male","Regular"
"CUST-03634","Male","Regular"
"CUST-01333","Male","Regular"
"CUST-06401","Male","Regular"
"CUST-06305","Male","Regular"
"CUST-05443","Male","Regular"
"CUST-05593","Male","Regular"
"CUST-07552","Male","Regular"
"CUST-07875","Male","Regular"
"CUST-06554","Male","Regular"
"CUST-02603","Male","Regular"
"CUST-06282","Male","Regular"
"CUST-04057","Male","Regular"
"CUST-01839","Male","Regular"
"CUST-07707","Male","Regular"
"CUST-02821","Male","Regular"
"CUST-01348","Male","Regular"
"CUST-02682","Male","Regular"
"CUST-07466","Male","Regular"
"CUST-01447","Male","Regular"
"CUST-07929","Male","Regular"
"CUST-02731","Male","Regular"
"CUST-03460","Male","Regular"
"CUST-07352","Male","Regular"
"CUST-03856","Male","Regular"
"CUST-01985","Male","Regular"
"CUST-06349","Male","Regular"
"CUST-05612","Male","Regular"
"CUST-04168","Male","Regular"
"CUST-03483","Male","Regular"
"CUST-06908","Male","Regular"
"CUST-01609","Male","Regular"
"CUST-07411","Male","Regular"
"CUST-04454","Male","Regular"
"CUST-06837","Male","Regular"
"CUST-06077","Male","Regular"
"CUST-06447","Male","Regular"
"CUST-02672","Male","Regular"
"CUST-06168","Male","Regular"
"CUST-07143","Male","Regular"
"CUST-07676","Male","Regular"
"CUST-04225","Male","Regular"
"CUST-02471","Male","Regular"
"CUST-06254","Male","Regular"
"CUST-03444","Male","Regular"
"CUST-06395","Male","Regular"
"CUST-03713","Male","Regular"
"CUST-02076","Male","Regular"
"CUST-03243","Male","Regular"
"CUST-01336","Male","Regular"
"CUST-05523","Male","Regular"
"CUST-06262","Male","Regular"
"CUST-03659","Male","Regular"
"CUST-06630","Male","Regular"
"CUST-01901","Male","Regular"
"CUST-07641","Male","Regular"
"CUST-03963","Male","Regular"
"CUST-01872","Male","Regular"
"CUST-01645","Male","Regular"
"CUST-01893","Male","Regular"
"CUST-01443","Male","Regular"
"CUST-06515","Male","Regular"
"CUST-02892","Male","Regular"
"CUST-06151","Male","Regular"
"CUST-01877","Male","Regular"
"CUST-02738","Male","Regular"
"CUST-07762","Male","Regular"
"CUST-01907","Male","Regular"
"CUST-01994","Male","Regular"
"CUST-02513","Male","Regular"
"CUST-02847","Male","Regular"
"CUST-07204","Male","Regular"
"CUST-06925","Male","Regular"
"CUST-06378","Male","Regular"
"CUST-07892","Male","Regular"
"CUST-05087","Male","Regular"
"CUST-02080","Male","Regular"
"CUST-06094","Male","Regular"
"CUST-07805","Male","Regular"
"CUST-07129","Male","Regular"
"CUST-01196","Male","Regular"
"CUST-05845","Male","Regular"
"CUST-05613","Male","Regular"
"CUST-05287","Male","Regular"
"CUST-02327","Male","Regular"
"CUST-04854","Male","Regular"
"CUST-03825","Male","Regular"
"CUST-03293","Male","Regular"
"CUST-07417","Male","Regular"
"CUST-07899","Male","Regular"
"CUST-06780","Male","Regular"
"CUST-07280","Male","Regular"
"CUST-06307","Male","Regular"
"CUST-07832","Male","Regular"
"CUST-06527","Male","Regular"
"CUST-03606","Male","Regular"
"CUST-02691","Male","Regular"
"CUST-07752","Male","Regular"
"CUST-01189","Male","Regular"
"CUST-03583","Male","Regular"
"CUST-02334","Male","Regular"
"CUST-07244","Male","Regular"
"CUST-03990","Male","Regular"
"CUST-07808","Male","Regular"
"CUST-02492","Male","Regular"
"CUST-07356","Male","Regular"
"CUST-06481","Male","Regular"
"CUST-03886","Male","Regular"
"CUST-05812","Male","Regular"
"CUST-05834","Male","Regular"
"CUST-01451","Male","Regular"
"CUST-02055","Male","Regular"
"CUST-01358","Male","Regular"
"CUST-07297","Male","Regular"
"CUST-01416","Male","Regular"
"CUST-01702","Male","Regular"
"CUST-04030","Male","Regular"
"CUST-06319","Male","Regular"
"CUST-07018","Male","Regular"
"CUST-01188","Male","Regular"
"CUST-06058","Male","Regular"
"CUST-07195","Male","Regular"
"CUST-07368","Male","Regular"
"CUST-01138","Male","Regular"
"CUST-02794","Male","Regular"
"CUST-05505","Male","Regular"
"CUST-04253","Male","Regular"
"CUST-02776","Male","Regular"
"CUST-04743","Male","Regular"
"CUST-01518","Male","Regular"
"CUST-07487","Male","Regular"
"CUST-05439","Male","Regular"
"CUST-04495","Male","Regular"
"CUST-02126","Male","Regular"
"CUST-05797","Male","Regular"
"CUST-05530","Male","Regular"
"CUST-04330","Male","Regular"
"CUST-07294","Male","Regular"
"CUST-03594","Male","Regular"
"CUST-06792","Male","Regular"
"CUST-02935","Male","Regular"
"CUST-05371","Male","Regular"
"CUST-02277","Male","Regular"
"CUST-04246","Male","Regular"
"CUST-03010","Male","Regular"
"CUST-03090","Male","Regular"
"CUST-03704","Male","Regular"
"CUST-02218","Male","Regular"
"CUST-05347","Male","Regular"
"CUST-03684","Male","Regular"
"CUST-07556","Male","Regular"
"CUST-07162","Male","Regular"
"CUST-04325","Male","Regular"
"CUST-07102","Male","Regular"
"CUST-02793","Male","Regular"
"CUST-04940","Male","Regular"
"CUST-07480","Male","Regular"
"CUST-02848","Male","Regular"
"CUST-07008","Male","Regular"
"CUST-01245","Male","Regular"
"CUST-07327","Male","Regular"
"CUST-02595","Male","Regular"
"CUST-05254","Male","Regular"
"CUST-03378","Male","Regular"
"CUST-05127","Male","Regular"
"CUST-03686","Male","Regular"
"CUST-06335","Male","Regular"
"CUST-03365","Male","Regular"
"CUST-06311","Male","Regular"
"CUST-04306","Male","Regular"
"CUST-03494","Male","Regular"
"CUST-05803","Male","Regular"
"CUST-05551","Male","Regular"
"CUST-05307","Male","Regular"
"CUST-04089","Male","Regular"
"CUST-03669","Male","Regular"
"CUST-02697","Male","Regular"
"CUST-02060","Male","Regular"
"CUST-07746","Male","Regular"
"CUST-02433","Male","Regular"
"CUST-01243","Male","Regular"
"CUST-07743","Male","Regular"
"CUST-04579","Male","Regular"
"CUST-06412","Male","Regular"
"CUST-07789","Male","Regular"
"CUST-02878","Male","Regular"
"CUST-01002","Male","Regular"
"CUST-07826","Male","Regular"
"CUST-06811","Male","Regular"
"CUST-03147","Male","Regular"
"CUST-02312","Male","Regular"
"CUST-07229","Male","Regular"
"CUST-02612","Male","Regular"
"CUST-07259","Male","Regular"
"CUST-06366","Male","Regular"
"CUST-05641","Male","Regular"
"CUST-03182","Male","Regular"
"CUST-02687","Male","Regular"
"CUST-06462","Male","Regular"
"CUST-03358","Male","Regular"
"CUST-01810","Male","Regular"
"CUST-02108","Male","Regular"
"CUST-02614","Male","Regular"
"CUST-06601","Male","Regular"
"CUST-07626","Male","Regular"
"CUST-02036","Male","Regular"
"CUST-04403","Male","Regular"
"CUST-06590","Male","Regular"
"CUST-05573","Male","Regular"
"CUST-02775","Male","Regular"
"CUST-05354","Male","Regular"
"CUST-06461","Male","Regular"
"CUST-02488","Male","Regular"
"CUST-05699","Male","Regular"
"CUST-02542","Male","Regular"
"CUST-04287","Male","Regular"
"CUST-04032","Male","Regular"
"CUST-02489","Male","Regular"
"CUST-01170","Male","Regular"
"CUST-03782","Male","Regular"
"CUST-03440","Male","Regular"
"CUST-06653","Male","Regular"
"CUST-02400","Male","Regular"
"CUST-07846","Male","Regular"
"CUST-03937","Male","Regular"
"CUST-01389","Male","Regular"
"CUST-07292","Male","Regular"
"CUST-04675","Male","Regular"
"CUST-01681","Male","Regular"
"CUST-06989","Male","Regular"
"CUST-06228","Male","Regular"
"CUST-05722","Male","Regular"
"CUST-03863","Male","Regular"
"CUST-04218","Male","Regular"
"CUST-01772","Male","Regular"
"CUST-03166","Male","Regular"
"CUST-01543","Male","Regular"
"CUST-02676","Male","Regular"
"CUST-07786","Male","Regular"
"CUST-01459","Male","Regular"
"CUST-01732","Male","Regular"
"CUST-05060","Male","Regular"
"CUST-05130","Male","Regular"
"CUST-01479","Male","Regular"
"CUST-04136","Male","Regular"
"CUST-01673","Male","Regular"
"CUST-04154","Male","Regular"
"CUST-01108","Male","Regular"
"CUST-06150","Male","Regular"
"CUST-05584","Male","Regular"
"CUST-02590","Male","Regular"
"CUST-03310","Male","Regular"
"CUST-03629","Male","Regular"
"CUST-04917","Male","Regular"
"CUST-01488","Male","Regular"
"CUST-04464","Male","Regular"
"CUST-03805","Male","Regular"
"CUST-05874","Male","Regular"
"CUST-03854","Male","Regular"
"CUST-02578","Male","Regular"
"CUST-05466","Male","Regular"
"CUST-01613","Male","Regular"
"CUST-04793","Male","Regular"
"CUST-04424","Male","Regular"
"CUST-05489","Male","Regular"
"CUST-05844","Male","Regular"
"CUST-06433","Male","Regular"
"CUST-04676","Male","Regular"
