Order_ID,Order_Date,Customer_ID,Quantity,Discount,Revenue,Cost,Profit,Profit_Margin_%,Shipping_Cost,product_id,shipping_id,location_id,payment_id
"ORD-006165",2024-05-07 00:00:00.000,"CUST-02380",1,0.5,40.91,48.94,-8.03,-19.63,50.23,15,190,3,2
"ORD-006175",2021-11-06 00:00:00.000,"CUST-04929",1,0.5,23.23,29.26,-6.03,-25.96,8.91,43,45,2,6
"ORD-006182",2023-08-30 00:00:00.000,"CUST-05318",1,0.5,10.7,13.64,-2.94,-27.48,7.99,14,239,1,6
"ORD-006290",2023-01-31 00:00:00.000,"CUST-03692",1,0.5,16.43,19.03,-2.6,-15.82,60.54,14,42,8,1
"ORD-006293",2022-07-23 00:00:00.000,"CUST-06300",1,0.5,25,34.46,-9.46,-37.84,17.58,14,44,7,5
"ORD-006350",2024-06-11 00:00:00.000,"CUST-05407",1,0.5,17.88,17.43,0.45,2.52,15.79,19,58,8,2
"ORD-006356",2022-05-01 00:00:00.000,"CUST-07252",1,0.5,24.7,32.83,-8.13,-32.91,47.1,30,173,17,5
"ORD-006401",2023-07-03 00:00:00.000,"CUST-04063",1,0.5,37.39,45.34,-7.95,-21.26,23.28,15,84,13,6
"ORD-006402",2023-10-17 00:00:00.000,"CUST-05592",1,0.5,19.76,19.44,0.32,1.62,6.69,25,363,6,5
"ORD-006483",2021-10-29 00:00:00.000,"CUST-04299",1,0.5,299.05,331.67,-32.62,-10.91,9.37,40,200,17,2
"ORD-006513",2023-06-25 00:00:00.000,"CUST-03630",1,0.5,16.1,23.47,-7.37,-45.78,18.83,23,59,12,2
"ORD-006549",2022-05-10 00:00:00.000,"CUST-03406",1,0.5,10.76,10.62,0.14,1.3,94.78,49,116,1,2
"ORD-006551",2022-07-07 00:00:00.000,"CUST-07759",1,0.5,20.95,31.31,-10.36,-49.45,75.57,19,36,11,6
"ORD-006561",2023-09-16 00:00:00.000,"CUST-02828",1,0.5,60.34,63.85,-3.51,-5.82,35.12,45,9,8,2
"ORD-006615",2022-02-09 00:00:00.000,"CUST-07827",1,0.5,373.24,379.56,-6.32,-1.69,8.96,70,33,12,5
"ORD-006630",2021-08-22 00:00:00.000,"CUST-07251",1,0.5,61.92,75.59,-13.67,-22.08,12.63,42,85,15,6
"ORD-006645",2022-10-22 00:00:00.000,"CUST-03669",1,0.5,17.44,24,-6.56,-37.61,7.12,65,28,13,6
"ORD-006676",2024-04-23 00:00:00.000,"CUST-04648",1,0.5,57.15,80.87,-23.72,-41.5,49.92,47,121,15,2
"ORD-006700",2021-09-19 00:00:00.000,"CUST-04410",1,0.5,60.4,70.69,-10.29,-17.04,38.13,35,9,5,1
"ORD-006727",2024-04-13 00:00:00.000,"CUST-05770",1,0.5,6.84,9.17,-2.33,-34.06,8.96,28,277,4,7
"ORD-006793",2022-10-26 00:00:00.000,"CUST-06154",1,0.5,18.93,20.02,-1.09,-5.76,71.62,39,191,12,7
"ORD-006811",2023-04-29 00:00:00.000,"CUST-01911",1,0.5,491.1,717.31,-226.21,-46.06,6.69,1,242,15,7
"ORD-006830",2022-07-03 00:00:00.000,"CUST-07697",1,0.5,65.75,92.71,-26.96,-41,6.05,61,230,9,5
"ORD-006853",2023-04-22 00:00:00.000,"CUST-04861",1,0.5,59.58,79.83,-20.25,-33.99,13.54,69,50,1,5
"ORD-006865",2022-06-14 00:00:00.000,"CUST-03568",1,0.5,292.24,404.22,-111.98,-38.32,9.25,54,44,12,6
"ORD-006891",2024-11-07 00:00:00.000,"CUST-06994",1,0.5,51.93,72.7,-20.77,-40,5.87,69,108,9,5
"ORD-006910",2023-09-14 00:00:00.000,"CUST-03982",1,0.5,30.09,39.55,-9.46,-31.44,43.16,51,61,2,2
"ORD-006939",2023-05-28 00:00:00.000,"CUST-01262",1,0.5,17.37,16.99,0.38,2.19,40.62,37,29,13,5
"ORD-006963",2023-07-02 00:00:00.000,"CUST-03352",1,0.5,175.51,235.89,-60.38,-34.4,34.39,54,84,5,3
"ORD-007024",2021-12-07 00:00:00.000,"CUST-03370",1,0.5,530.1,480.58,49.52,9.34,43.89,40,220,15,1
"ORD-007044",2023-11-25 00:00:00.000,"CUST-01031",1,0.5,5.56,6.88,-1.32,-23.74,12.08,36,31,6,2
"ORD-007077",2023-02-21 00:00:00.000,"CUST-06782",1,0.5,44.09,54.45,-10.36,-23.5,4.74,36,110,5,1
"ORD-007115",2021-02-20 00:00:00.000,"CUST-04755",1,0.5,18.43,26.12,-7.69,-41.73,27.83,13,84,13,6
"ORD-007120",2023-05-23 00:00:00.000,"CUST-03139",1,0.5,10.56,11.98,-1.42,-13.45,18.02,2,174,1,4
"ORD-007147",2022-07-24 00:00:00.000,"CUST-05771",1,0.5,57.88,58.88,-1,-1.73,66.36,62,86,15,4
"ORD-007160",2024-03-26 00:00:00.000,"CUST-07884",1,0.5,14.86,17.83,-2.97,-19.99,5.48,9,235,9,6
"ORD-007167",2022-02-17 00:00:00.000,"CUST-02771",1,0.5,222.32,245.61,-23.29,-10.48,13.08,41,146,3,6
"ORD-007226",2024-04-05 00:00:00.000,"CUST-04161",1,0.5,30.19,38.17,-7.98,-26.43,66.95,56,116,9,6
"ORD-007323",2023-12-27 00:00:00.000,"CUST-04799",1,0.5,9.69,14.06,-4.37,-45.1,3.85,56,176,4,3
"ORD-007357",2023-06-26 00:00:00.000,"CUST-06835",1,0.5,39.81,56.52,-16.71,-41.97,76.87,62,36,13,4
"ORD-007505",2023-05-18 00:00:00.000,"CUST-01612",1,0.5,28.43,41.24,-12.81,-45.06,8.51,39,230,17,3
"ORD-007536",2024-06-07 00:00:00.000,"CUST-01089",1,0.5,35.1,40.04,-4.94,-14.07,11.35,68,298,10,4
"ORD-007537",2023-08-16 00:00:00.000,"CUST-06280",1,0.5,139.72,196.95,-57.23,-40.96,5.58,63,181,10,3
"ORD-007580",2022-09-12 00:00:00.000,"CUST-02915",1,0.5,14.56,19.38,-4.82,-33.1,97.87,23,43,10,3
"ORD-007602",2023-03-16 00:00:00.000,"CUST-06062",1,0.5,971.91,1113.95,-142.04,-14.61,55.05,59,190,2,7
"ORD-007705",2022-11-20 00:00:00.000,"CUST-07532",1,0.5,182.29,207.9,-25.61,-14.05,77.29,17,42,18,5
"ORD-007737",2023-08-15 00:00:00.000,"CUST-06197",1,0.5,196.96,206.11,-9.15,-4.65,7.46,1,110,16,7
"ORD-007741",2023-08-09 00:00:00.000,"CUST-01467",1,0.5,20.06,18.14,1.92,9.57,18.77,56,124,1,5
"ORD-007771",2023-02-27 00:00:00.000,"CUST-03736",1,0.5,618.64,583.02,35.62,5.76,58.94,66,113,13,7
"ORD-007818",2023-02-19 00:00:00.000,"CUST-05522",1,0.5,5.79,6.18,-0.39,-6.74,71.06,28,36,8,7
"ORD-007826",2021-07-17 00:00:00.000,"CUST-02398",1,0.5,53.1,70.42,-17.32,-32.62,10.94,42,119,13,3
"ORD-007874",2023-09-05 00:00:00.000,"CUST-04281",1,0.5,53.38,53.66,-0.28,-0.52,11.14,61,146,7,2
"ORD-007952",2022-09-21 00:00:00.000,"CUST-04820",1,0.5,12.44,13.58,-1.14,-9.16,7.89,18,120,6,1
"ORD-007955",2022-07-07 00:00:00.000,"CUST-06830",1,0.5,91.94,113.29,-21.35,-23.22,5.79,42,2,1,7
"ORD-007986",2024-04-02 00:00:00.000,"CUST-07469",1,0.5,78.63,105.21,-26.58,-33.8,34.79,60,56,16,4
"ORD-008122",2022-11-04 00:00:00.000,"CUST-04444",1,0.5,27.41,38.18,-10.77,-39.29,14.55,68,246,15,4
"ORD-008148",2022-09-14 00:00:00.000,"CUST-01494",1,0.5,16.35,20.16,-3.81,-23.3,72.42,2,127,3,3
"ORD-008193",2024-03-21 00:00:00.000,"CUST-06205",1,0.5,239.8,342.27,-102.47,-42.73,13.02,52,71,6,7
"ORD-008221",2023-02-07 00:00:00.000,"CUST-06724",1,0.5,14.27,21.34,-7.07,-49.54,5.26,4,39,11,6
"ORD-008275",2023-05-06 00:00:00.000,"CUST-03375",1,0.5,57.7,76.3,-18.6,-32.24,87.87,3,280,1,7
"ORD-008285",2024-11-13 00:00:00.000,"CUST-05828",1,0.5,132.41,154.55,-22.14,-16.72,41.92,48,74,2,1
"ORD-008309",2022-06-06 00:00:00.000,"CUST-05490",1,0.5,7.78,10.37,-2.59,-33.29,30.93,56,206,6,5
"ORD-008325",2022-04-03 00:00:00.000,"CUST-07684",1,0.5,75.64,88.11,-12.47,-16.49,55.79,51,254,7,5
"ORD-008390",2023-02-28 00:00:00.000,"CUST-04474",1,0.5,242.84,251.67,-8.83,-3.64,9.08,54,58,8,1
"ORD-008396",2023-07-23 00:00:00.000,"CUST-07073",1,0.5,39.29,49.54,-10.25,-26.09,94.17,69,158,5,7
"ORD-008414",2023-07-26 00:00:00.000,"CUST-06530",1,0.5,54.96,62.28,-7.32,-13.32,11.43,4,5,1,6
"ORD-008459",2023-03-31 00:00:00.000,"CUST-06592",1,0.5,39.67,57.52,-17.85,-45,17.24,29,58,15,6
"ORD-008476",2024-07-20 00:00:00.000,"CUST-05699",1,0.5,874.06,1239.72,-365.66,-41.83,83.43,66,123,2,3
"ORD-008511",2022-10-15 00:00:00.000,"CUST-02996",1,0.5,55.95,77.01,-21.06,-37.64,9.28,27,146,1,4
"ORD-008527",2022-07-06 00:00:00.000,"CUST-03055",1,0.5,972.39,1287.86,-315.47,-32.44,64.23,59,257,14,2
"ORD-008586",2023-03-10 00:00:00.000,"CUST-07095",1,0.5,257.94,288.87,-30.93,-11.99,76.25,10,190,2,4
"ORD-008587",2021-03-21 00:00:00.000,"CUST-01791",1,0.5,45.48,67.12,-21.64,-47.58,93.86,69,123,11,4
"ORD-008593",2022-07-30 00:00:00.000,"CUST-02552",1,0.5,23.43,21.56,1.87,7.98,3.66,15,10,12,3
"ORD-008665",2023-12-27 00:00:00.000,"CUST-03850",1,0.5,39.67,58.08,-18.41,-46.41,88.16,5,86,3,5
"ORD-008669",2021-04-15 00:00:00.000,"CUST-07830",1,0.5,104.45,152.67,-48.22,-46.17,38.38,16,79,16,3
"ORD-008677",2023-09-17 00:00:00.000,"CUST-03473",1,0.5,15.46,22.24,-6.78,-43.86,7.33,28,51,1,1
"ORD-008722",2024-04-17 00:00:00.000,"CUST-03141",1,0.5,28.64,39.4,-10.76,-37.57,67.36,39,361,18,3
"ORD-008778",2024-05-20 00:00:00.000,"CUST-05320",1,0.5,137.78,178,-40.22,-29.19,9.62,63,108,8,3
"ORD-008799",2022-06-07 00:00:00.000,"CUST-07643",1,0.5,20.54,30.26,-9.72,-47.32,72.16,15,254,5,5
"ORD-008923",2024-10-13 00:00:00.000,"CUST-03485",1,0.5,10.97,12.63,-1.66,-15.13,5.49,23,236,4,5
"ORD-008973",2023-02-06 00:00:00.000,"CUST-05078",1,0.5,40.98,56.34,-15.36,-37.48,5.39,22,243,16,2
"ORD-009005",2023-07-19 00:00:00.000,"CUST-01050",1,0.5,83.44,77.84,5.6,6.71,21.99,16,15,9,6
"ORD-009063",2023-01-09 00:00:00.000,"CUST-01447",1,0.5,16.51,15.36,1.15,6.97,17.36,13,150,5,7
"ORD-009130",2023-12-10 00:00:00.000,"CUST-01889",1,0.5,46.75,59.82,-13.07,-27.96,35.47,18,82,6,4
"ORD-009163",2022-09-12 00:00:00.000,"CUST-05917",1,0.5,8.35,11.04,-2.69,-32.22,19.06,15,50,9,4
"ORD-009221",2023-03-08 00:00:00.000,"CUST-01718",1,0.5,16.93,23.03,-6.1,-36.03,5.32,35,124,3,7
"ORD-009246",2024-03-31 00:00:00.000,"CUST-06130",1,0.5,1063.29,1094.47,-31.18,-2.93,29.27,66,14,9,7
"ORD-009326",2022-12-09 00:00:00.000,"CUST-05747",1,0.5,7.81,10.81,-3,-38.41,75.75,9,309,17,7
"ORD-009440",2022-10-29 00:00:00.000,"CUST-01814",1,0.5,56.26,66.4,-10.14,-18.02,13.87,30,51,3,2
"ORD-009482",2023-09-12 00:00:00.000,"CUST-07431",1,0.5,19.99,18.42,1.57,7.85,5.74,43,144,1,6
"ORD-009486",2023-05-16 00:00:00.000,"CUST-04920",1,0.5,52.63,77.14,-24.51,-46.57,21.16,41,13,3,3
"ORD-009499",2022-08-06 00:00:00.000,"CUST-05681",1,0.5,43.74,44.87,-1.13,-2.58,3.12,13,7,17,3
"ORD-009525",2023-02-21 00:00:00.000,"CUST-02345",1,0.5,12.7,16.98,-4.28,-33.7,3.89,49,53,7,6
"ORD-009535",2023-02-22 00:00:00.000,"CUST-06803",1,0.5,7.93,8.97,-1.04,-13.11,97.31,36,191,14,2
"ORD-009573",2022-03-10 00:00:00.000,"CUST-05125",1,0.5,19.65,22.37,-2.72,-13.84,16.77,26,21,11,2
"ORD-009577",2022-02-10 00:00:00.000,"CUST-01201",1,0.5,127.16,152.21,-25.05,-19.7,17.27,65,44,14,7
"ORD-009600",2023-06-19 00:00:00.000,"CUST-04964",1,0.5,48.33,51.61,-3.28,-6.79,9.07,6,59,6,3
"ORD-009630",2022-04-20 00:00:00.000,"CUST-07067",1,0.5,53.56,77.37,-23.81,-44.45,93.42,43,125,12,6
"ORD-009680",2022-11-26 00:00:00.000,"CUST-01654",1,0.5,11.88,12.59,-0.71,-5.98,19.94,31,185,16,7
"ORD-009706",2023-07-10 00:00:00.000,"CUST-06040",1,0.5,53.7,68.19,-14.49,-26.98,3.14,27,81,6,2
"ORD-009788",2023-12-17 00:00:00.000,"CUST-01838",1,0.5,24.68,31.23,-6.55,-26.54,5.62,42,76,16,1
"ORD-009797",2022-05-11 00:00:00.000,"CUST-04980",1,0.5,8.34,8.59,-0.25,-3,5.08,34,300,6,2
"ORD-009816",2023-02-27 00:00:00.000,"CUST-06139",1,0.5,29.86,42.43,-12.57,-42.1,14.19,6,5,1,3
"ORD-009831",2024-08-21 00:00:00.000,"CUST-04104",1,0.5,15.7,15.84,-0.14,-0.89,23.75,37,183,3,7
"ORD-009860",2024-05-13 00:00:00.000,"CUST-06347",1,0.5,733.65,784.17,-50.52,-6.89,25.35,66,79,16,6
"ORD-009914",2022-09-17 00:00:00.000,"CUST-01254",1,0.5,64.24,87.66,-23.42,-36.46,2.68,60,308,4,7
"ORD-009968",2024-01-06 00:00:00.000,"CUST-04101",1,0.5,5.83,7.82,-1.99,-34.13,4.82,13,176,8,2
"ORD-009970",2023-01-02 00:00:00.000,"CUST-06432",1,0.5,164.65,204.31,-39.66,-24.09,41.74,67,69,7,4
"ORD-000177",2023-09-19 00:00:00.000,"CUST-05003",1,0.2,53.49,49.42,4.07,7.61,5.33,33,10,14,1
"ORD-000039",2023-12-14 00:00:00.000,"CUST-07965",1,0.2,21.82,15.52,6.3,28.87,23.06,9,37,16,5
"ORD-000142",2023-01-19 00:00:00.000,"CUST-06517",1,0.2,238.46,181.42,57.04,23.92,19.68,61,59,16,4
"ORD-000332",2023-08-09 00:00:00.000,"CUST-07835",1,0.2,394.3,343.34,50.96,12.92,76.45,48,19,1,6
"ORD-000042",2022-12-04 00:00:00.000,"CUST-07535",1,0.2,78.85,54.3,24.55,31.14,34.63,18,40,4,3
"ORD-000029",2021-12-30 00:00:00.000,"CUST-05187",1,0.2,26.36,22.59,3.77,14.3,5.54,26,28,8,7
"ORD-000156",2023-03-21 00:00:00.000,"CUST-05094",1,0.2,531.8,409.36,122.44,23.02,15.54,55,51,1,1
"ORD-000059",2024-01-11 00:00:00.000,"CUST-05057",1,0.2,68.02,39.38,28.64,42.11,9.91,44,53,14,1
"ORD-000076",2024-05-02 00:00:00.000,"CUST-05983",1,0.2,850.06,696.86,153.2,18.02,18.49,32,67,14,6
"ORD-000168",2021-09-19 00:00:00.000,"CUST-06747",1,0.2,484.22,369.4,114.82,23.71,16.86,24,71,12,5
"ORD-000295",2022-03-14 00:00:00.000,"CUST-07589",1,0.2,21.73,18.63,3.1,14.27,9.72,13,101,2,4
"ORD-000410",2021-10-13 00:00:00.000,"CUST-01333",1,0.2,83.16,52.02,31.14,37.45,33.16,65,4,11,5
"ORD-000438",2021-07-14 00:00:00.000,"CUST-05047",1,0.2,19.9,13.36,6.54,32.86,91.73,58,191,18,2
"ORD-000499",2024-05-15 00:00:00.000,"CUST-07038",1,0.2,26.87,15.63,11.24,41.83,9.84,58,28,2,4
"ORD-000511",2023-10-18 00:00:00.000,"CUST-07352",1,0.2,111.41,81.31,30.1,27.02,7.58,27,171,17,2
"ORD-000536",2022-10-27 00:00:00.000,"CUST-06908",1,0.2,35.68,23.74,11.94,33.46,75.86,26,57,14,3
"ORD-000541",2023-12-27 00:00:00.000,"CUST-04719",1,0.2,41.27,30.4,10.87,26.34,10.09,60,31,12,6
"ORD-000571",2024-01-31 00:00:00.000,"CUST-04454",1,0.2,8.3,7.05,1.25,15.06,26,36,18,5,3
"ORD-000580",2024-03-19 00:00:00.000,"CUST-05963",1,0.2,20.18,16.83,3.35,16.6,27.35,34,133,15,3
"ORD-000633",2021-05-12 00:00:00.000,"CUST-02736",1,0.2,456.29,298.92,157.37,34.49,5.01,17,225,2,3
"ORD-000637",2023-12-21 00:00:00.000,"CUST-03372",1,0.2,12.34,9.36,2.98,24.15,84.84,15,55,2,2
"ORD-000645",2021-08-11 00:00:00.000,"CUST-01901",1,0.2,66.18,39.72,26.46,39.98,10.67,15,5,16,6
"ORD-000648",2024-01-08 00:00:00.000,"CUST-04151",1,0.2,14.02,9.91,4.11,29.32,47.65,22,27,10,6
"ORD-000694",2023-12-16 00:00:00.000,"CUST-07575",1,0.2,29.42,24.08,5.34,18.15,59.91,2,57,4,2
"ORD-000699",2023-03-13 00:00:00.000,"CUST-02212",1,0.2,97.5,64.71,32.79,33.63,2.96,27,28,7,7
"ORD-000712",2021-09-07 00:00:00.000,"CUST-06135",1,0.2,165.66,115.51,50.15,30.27,7.11,52,20,2,6
"ORD-000778",2022-08-07 00:00:00.000,"CUST-03475",1,0.2,25.66,16.31,9.35,36.44,6.1,49,20,10,6
"ORD-000788",2022-07-23 00:00:00.000,"CUST-03293",1,0.2,44.47,40.6,3.87,8.7,23.09,56,64,16,1
"ORD-000862",2022-11-04 00:00:00.000,"CUST-02334",1,0.2,22.33,17.5,4.83,21.63,35.2,29,184,2,4
"ORD-000874",2021-06-19 00:00:00.000,"CUST-01985",1,0.2,159.88,128.44,31.44,19.66,49.25,62,74,16,5
"ORD-000949",2023-08-17 00:00:00.000,"CUST-07445",1,0.2,36.62,23.98,12.64,34.52,81.69,13,142,15,3
"ORD-000965",2023-09-06 00:00:00.000,"CUST-05594",1,0.2,67.16,55.91,11.25,16.75,47.62,21,172,14,2
"ORD-000985",2022-12-08 00:00:00.000,"CUST-02126",1,0.2,35.92,21.11,14.81,41.23,73.73,26,129,3,6
"ORD-001013",2023-03-02 00:00:00.000,"CUST-07157",1,0.2,40.62,36.38,4.24,10.44,89.32,29,247,12,4
"ORD-001020",2022-08-03 00:00:00.000,"CUST-01763",1,0.2,30.39,20.86,9.53,31.36,24.27,34,187,4,4
"ORD-001072",2023-10-27 00:00:00.000,"CUST-04068",1,0.2,102.15,63.36,38.79,37.97,5.02,43,235,2,6
"ORD-001084",2023-08-31 00:00:00.000,"CUST-07327",1,0.2,21.3,16.79,4.51,21.17,89.33,15,86,12,2
"ORD-001144",2024-08-18 00:00:00.000,"CUST-03494",1,0.2,91.15,84.24,6.91,7.58,58.89,43,123,11,5
"ORD-001196",2023-01-18 00:00:00.000,"CUST-04646",1,0.2,8.98,5.52,3.46,38.53,3.21,2,268,8,2
"ORD-001228",2023-07-20 00:00:00.000,"CUST-07333",1,0.2,15.56,13.81,1.75,11.25,5.05,34,115,13,5
"ORD-001253",2022-07-01 00:00:00.000,"CUST-06893",1,0.2,17.94,15.2,2.74,15.27,55.55,62,199,2,5
"ORD-001261",2023-10-14 00:00:00.000,"CUST-06142",1,0.2,41.34,26.1,15.24,36.87,59.19,19,127,3,7
"ORD-001301",2023-08-28 00:00:00.000,"CUST-05354",1,0.2,165.71,108.27,57.44,34.66,17.83,20,163,6,4
"ORD-001343",2022-12-11 00:00:00.000,"CUST-02310",1,0.2,74.25,48.26,25.99,35,5.79,7,20,9,6
"ORD-001360",2024-02-22 00:00:00.000,"CUST-05432",1,0.2,22.56,13.68,8.88,39.36,6.64,28,151,3,7
"ORD-001377",2022-09-15 00:00:00.000,"CUST-05539",1,0.2,99.36,84.67,14.69,14.78,77.78,44,280,17,6
"ORD-001397",2023-07-11 00:00:00.000,"CUST-05175",1,0.2,162.94,137.94,25,15.34,8.26,25,31,9,6
"ORD-001404",2023-12-03 00:00:00.000,"CUST-05142",1,0.2,725.94,543.17,182.77,25.18,13.55,24,298,11,1
"ORD-001414",2023-11-10 00:00:00.000,"CUST-01081",1,0.2,216.94,180.72,36.22,16.7,59.83,33,93,1,4
"ORD-001470",2024-07-09 00:00:00.000,"CUST-04917",1,0.2,98.56,64.7,33.86,34.35,7.47,62,2,3,3
"ORD-001473",2023-12-04 00:00:00.000,"CUST-07361",1,0.2,12.8,10.76,2.04,15.94,5.43,28,242,11,6
"ORD-001537",2022-11-15 00:00:00.000,"CUST-01006",1,0.2,108.38,94.41,13.97,12.89,7.19,6,28,2,6
"ORD-001615",2022-02-01 00:00:00.000,"CUST-03298",1,0.2,53.34,36.33,17.01,31.89,2.45,13,81,11,1
"ORD-001682",2023-10-14 00:00:00.000,"CUST-01042",1,0.2,612.7,542.5,70.2,11.46,8.22,24,181,13,4
"ORD-001755",2024-02-22 00:00:00.000,"CUST-07356",1,0.2,30.25,23.19,7.06,23.34,15.93,28,85,13,4
"ORD-001756",2022-12-09 00:00:00.000,"CUST-01701",1,0.2,18.2,13.27,4.93,27.09,33.43,34,37,1,6
"ORD-001808",2023-01-11 00:00:00.000,"CUST-07822",1,0.2,103.4,65.92,37.48,36.25,9.85,10,38,2,5
"ORD-001838",2023-08-11 00:00:00.000,"CUST-02808",1,0.2,93.94,83.12,10.82,11.52,3.57,68,38,1,2
"ORD-001848",2022-12-19 00:00:00.000,"CUST-01574",1,0.2,91.09,84.84,6.25,6.86,73.32,22,190,2,5
"ORD-001883",2023-05-08 00:00:00.000,"CUST-02946",1,0.2,192.19,130.5,61.69,32.1,5.52,20,108,1,1
"ORD-001936",2023-02-07 00:00:00.000,"CUST-01571",1,0.2,44.45,27.41,17.04,38.34,6.71,58,111,9,4
"ORD-001973",2022-01-22 00:00:00.000,"CUST-03015",1,0.2,458.94,332.55,126.39,27.54,49.42,41,15,7,2
"ORD-001992",2022-08-02 00:00:00.000,"CUST-05744",1,0.2,80.42,57.37,23.05,28.66,17.75,69,241,1,1
"ORD-001997",2023-11-29 00:00:00.000,"CUST-06481",1,0.2,1767.44,1628.09,139.35,7.88,5.27,38,110,5,2
"ORD-002003",2022-04-17 00:00:00.000,"CUST-03848",1,0.2,290.35,245.97,44.38,15.29,48.21,48,15,4,6
"ORD-002045",2024-02-24 00:00:00.000,"CUST-04014",1,0.2,755.94,444.33,311.61,41.22,38.27,48,14,15,7
"ORD-002084",2022-08-22 00:00:00.000,"CUST-03838",1,0.2,105.76,72.23,33.53,31.7,91.57,68,224,4,7
"ORD-002210",2022-12-09 00:00:00.000,"CUST-04200",1,0.2,74.52,62.95,11.57,15.53,59.76,60,19,1,6
"ORD-002232",2024-11-13 00:00:00.000,"CUST-03095",1,0.2,85.14,65.63,19.51,22.92,7.78,25,76,8,2
"ORD-002254",2023-11-15 00:00:00.000,"CUST-04111",1,0.2,43.24,33.73,9.51,21.99,8.72,7,44,17,2
"ORD-002272",2022-07-20 00:00:00.000,"CUST-07404",1,0.2,130.97,119.51,11.46,8.75,76.42,69,129,16,6
"ORD-002291",2024-06-09 00:00:00.000,"CUST-05198",1,0.2,57.46,41.03,16.43,28.59,13.16,15,58,15,3
"ORD-002300",2023-02-17 00:00:00.000,"CUST-03091",1,0.2,35.2,31.88,3.32,9.43,10.51,43,65,9,6
"ORD-002316",2022-02-28 00:00:00.000,"CUST-06733",1,0.2,36.22,23.13,13.09,36.14,74.1,68,86,16,4
"ORD-002371",2023-11-02 00:00:00.000,"CUST-01219",1,0.2,11.45,9.58,1.87,16.33,83.67,58,159,11,2
"ORD-002424",2024-07-01 00:00:00.000,"CUST-04666",1,0.2,524.61,385.14,139.47,26.59,97.48,55,157,9,4
"ORD-002442",2024-01-09 00:00:00.000,"CUST-03104",1,0.2,105.3,67.22,38.08,36.16,44,30,22,2,6
"ORD-002447",2023-08-12 00:00:00.000,"CUST-02056",1,0.2,30.67,27.65,3.02,9.85,16.62,9,119,1,1
"ORD-002448",2023-01-30 00:00:00.000,"CUST-07852",1,0.2,42.78,36.92,5.86,13.7,6.2,53,176,15,1
"ORD-002493",2023-06-26 00:00:00.000,"CUST-01685",1,0.2,154.74,112.71,42.03,27.16,21.22,45,155,2,6
"ORD-002532",2023-05-16 00:00:00.000,"CUST-05618",1,0.2,107.51,73.69,33.82,31.46,5.97,6,76,7,2
"ORD-002544",2023-12-12 00:00:00.000,"CUST-04715",1,0.2,17.58,16.22,1.36,7.74,33.59,53,82,5,6
"ORD-002554",2023-01-10 00:00:00.000,"CUST-03798",1,0.2,41.42,37.81,3.61,8.72,70.37,23,55,9,2
"ORD-002560",2023-12-03 00:00:00.000,"CUST-03853",1,0.2,87.34,49.28,38.06,43.58,20.36,3,29,7,6
"ORD-002580",2023-04-22 00:00:00.000,"CUST-02119",1,0.2,295.07,225.04,70.03,23.73,60.62,25,190,2,5
"ORD-002606",2024-07-01 00:00:00.000,"CUST-03441",1,0.2,47.16,29.58,17.58,37.28,69.3,6,330,12,2
"ORD-002610",2022-08-07 00:00:00.000,"CUST-03506",1,0.2,298.5,216.21,82.29,27.57,68.14,70,86,17,5
"ORD-002639",2022-05-13 00:00:00.000,"CUST-05039",1,0.2,30.02,19.17,10.85,36.14,9.77,39,245,10,5
"ORD-002748",2023-04-22 00:00:00.000,"CUST-03140",1,0.2,100.42,69.03,31.39,31.26,10.55,41,163,10,7
"ORD-002838",2024-07-20 00:00:00.000,"CUST-07757",1,0.2,49.74,37.02,12.72,25.57,5.82,36,76,10,2
"ORD-002892",2023-08-02 00:00:00.000,"CUST-02663",1,0.2,19.56,15.12,4.44,22.7,35.33,31,4,8,6
"ORD-002948",2023-04-13 00:00:00.000,"CUST-06868",1,0.2,44.2,36.93,7.27,16.45,15.8,23,58,18,3
"ORD-002976",2022-04-13 00:00:00.000,"CUST-04424",1,0.2,90.18,51.39,38.79,43.01,76.92,35,314,3,7
"ORD-003000",2023-05-01 00:00:00.000,"CUST-06311",1,0.2,54.59,40.7,13.89,25.44,71.53,33,129,2,4
"ORD-003013",2022-01-03 00:00:00.000,"CUST-04132",1,0.2,413.71,362.52,51.19,12.37,73.18,57,135,14,2
"ORD-003017",2023-12-29 00:00:00.000,"CUST-05604",1,0.2,12.67,9.45,3.22,25.41,44.36,9,74,1,2
"ORD-003064",2023-05-23 00:00:00.000,"CUST-05502",1,0.2,63.89,37.46,26.43,41.37,8.62,68,162,10,2
"ORD-003068",2021-06-14 00:00:00.000,"CUST-07516",1,0.2,33.81,24.17,9.64,28.51,2.56,36,238,12,4
"ORD-003078",2022-06-13 00:00:00.000,"CUST-01623",1,0.2,906.28,664.4,241.88,26.69,65.14,12,55,9,1
"ORD-003091",2023-07-31 00:00:00.000,"CUST-06183",1,0.2,16.93,14.56,2.37,14,60.41,68,127,3,1
"ORD-003170",2023-04-10 00:00:00.000,"CUST-05381",1,0.2,214.23,148.38,65.85,30.74,14.68,64,59,11,4
"ORD-003299",2022-02-23 00:00:00.000,"CUST-03518",1,0.2,83.42,74.92,8.5,10.19,7.91,51,218,3,1
"ORD-003343",2023-10-15 00:00:00.000,"CUST-02920",1,0.2,16.82,11.2,5.62,33.41,84.31,58,57,11,7
